no,classification,foodname,serving,kcal,car,pro,fat,sugars,salt,cholesterol,sfacid,tfacid
289,두류 및 그 제품,동두부 ,100,536,4.2,50.5,34.1,0,440,0,5.22,0
290,두류 및 그 제품,두부 ,100,97,3.75,9.62,4.63,0,1,0,0.7,0
291,두류 및 그 제품,비지 ,100,74,11.7,3.5,1.5,0,5,0,0,0
292,두류 및 그 제품,순두부 ,100,54,0.7,5.8,3.1,0,6,0,0,0
293,두류 및 그 제품,연두부 ,100,62,4.7,4.2,2.8,0,5,0,0,0
294,두류 및 그 제품,튀긴두부(유부),100,379,3.9,20.4,31,0,17,0,0,0
295,두류 및 그 제품,두유 ,100,70,4.7,4.4,3.6,0,135,0,0,0
296,두류 및 그 제품,검정콩(서리태),100,399,37.84,34.6,12.6,10.23,0,0,1.76,0
297,두류 및 그 제품,볶은 검정콩(서리태),100,452,36.7,37.4,18.1,0,4,0,0,0
298,두류 및 그 제품,검정콩(흑태),100,407,32.45,36.1,15.37,6.96,3,0,2.37,0
299,두류 및 그 제품,볶은 노란콩,100,445,33.57,40.47,17.21,7.21,3,0,2.42,0
300,두류 및 그 제품,노란콩 ,100,409,32.99,36.21,14.71,6.84,2,0,2.07,0
301,두류 및 그 제품,삶은 노란콩 ,100,201,12.02,17.82,9.5,2.57,4,0,1.33,0
302,두류 및 그 제품,동부 ,100,349,64.23,18.88,1.82,0,5,0,0.62,0
303,두류 및 그 제품,삶은 동부 ,100,147,26.4,8.12,1.03,0,3,0,0.35,0
304,두류 및 그 제품,베지밀,100,70,4.7,4.4,3.6,0,135,0,0,0
305,두류 및 그 제품,라이마빈스,100,351,60.8,21.9,1.8,1.2,0,0,0.42,0
306,두류 및 그 제품,삶은 라이마빈스,100,152,26,9.6,0.9,0.5,0,0,-0.21,0
307,두류 및 그 제품,밤콩,100,410,30.6,35,17.2,0,4,0,0,0
308,두류 및 그 제품,완두콩 ,100,363,67.1,20.7,1.3,0,5,0,0,0
309,두류 및 그 제품,삶은 완두콩,100,122,20.78,7.27,1.1,0,2,0,0.22,0
310,두류 및 그 제품,작두콩(도두),100,344,57.4,26.3,1,0,5,0,0,0
311,두류 및 그 제품,잠두,3,10.44,1.68,0.78,0.06,0,0.03,0,0,0
312,두류 및 그 제품,삶은 잠두,100,110,19.65,7.6,0.4,1.82,5,0,0.07,0
313,두류 및 그 제품,쥐눈이콩(검정소립콩),100,403,30.59,37.32,14.61,6.03,2,0,2.15,0
314,두류 및 그 제품,콩조림 ,100,271,39.1,19.3,4.2,0,1067,0,0,0
315,두류 및 그 제품,팥 페이스트 ,100,155,27.1,9.8,0.6,0,3,0,-0.07,0
316,두류 및 그 제품,검정팥 ,100,347,64.4,21.6,0.3,0,20,0,0,0
317,두류 및 그 제품,삶은 검정팥,100,143,26.4,9.2,0.1,0,3,0,0,0
318,두류 및 그 제품,붉은팥,100,352,68.4,19.3,0.1,0,1,0,0,0
319,두류 및 그 제품,삶은 붉은팥,100,198,37.7,11.3,0.2,0,0,0,0,0
320,두류 및 그 제품,회색팥,100,350,63.3,21.9,1,0,1,0,0,0
321,견과류,개암,100,659,13,20,59,0,0,0,0,0
322,견과류,볶은 개암 ,100,684,14,14,69,4,35,0,6,0
323,견과류,도토리묵 ,100,38,10.2,0.2,0.2,0,55,0,0,0
324,견과류,들깨,100,526,29.26,22.68,39.74,1.46,1,0,2.94,0
325,견과류,커피맛 땅콩 ,10,60.8,2.7,2.42,4.48,0,0.4,0,0,0
326,견과류,검정땅콩,100,570,26.5,19.3,47.7,0,6,0,0,0
327,견과류,땅콩,100,525,18.36,25.74,42.57,4.4,5,0,8.04,0
328,견과류,볶은 땅콩,100,572,19.91,28.5,46.24,5.18,4,0,8.54,0
329,견과류,삶은 땅콩,100,318,21.26,13.5,22.01,2.47,751,0,3.06,0
330,견과류,땅콩(소립종),100,563,24.2,22.4,46.3,0,3,0,0,0
331,견과류,땅콩(중립종),100,544,29.1,20.3,43,0,2,0,0,0
332,견과류,때죽 ,100,540,31.8,13.6,44.7,0,0,0,0,0
333,견과류,마카다미아넛,100,720,12.2,8.3,76.7,3.8,190,0,12.46,0
334,견과류,밤 통조림 ,100,225,55.2,1.1,0,0,27,0,0,0
335,견과류,구운 밤 ,100,166,37.2,3.2,0.4,0,2,0,0,0
336,견과류,밤,100,334,78.6,6.7,4.1,0,7,0,0,0
337,견과류,삶은 밤,100,136,33.95,3.45,0.51,6.06,0,0,0.12,0
338,견과류,구운 축파 ,100,162,42.2,3.5,0.1,0,1,0,0,0
339,견과류,밤넥타,100,54,12.3,0.7,0.2,0,0,0,0,0
340,견과류,보리밥 열매,100,324,68.5,18.5,1.3,0,0,0,0,0
341,견과류,브라질너트,100,659,11.74,14.32,67.1,2.33,3,0,16.13,0
342,견과류,볶은 브라질너트 ,100,669,9.6,14.9,69.1,2.3,78,0,15.81,0
343,견과류,삼씨,100,463,31.3,29.5,27.9,2.2,2,0,2.91,0
344,견과류,수박씨,100,546,13.4,29.6,46.4,0,580,0,6.24,0
345,견과류,아몬드,100,571,21.82,25.74,46.61,5.82,549,0,3.96,0
346,견과류,연씨,10,33.3,6.26,1.91,0.14,0,0.6,0,0,0
347,견과류,삶은 은행,100,166,38.25,4.31,1.86,1.91,1,0,0.19,0
348,견과류,잣두부 ,100,80,4,7.5,4.3,0,34,0,0,0
349,견과류,잣,100,639,17.6,15.4,61.5,0,11,0,0,0
350,견과류,볶은 잣,100,716,4.7,17.6,75,0,11,0,0,0
351,견과류,검정깨,100,546,26.45,20.85,44.12,0,0,0,6.06,0
352,견과류,볶은 검정깨 ,100,536,27.42,21.28,42.3,0,1,0,6.27,0
353,견과류,흰깨,100,558,21.77,25.41,45.31,0,4,0,6.68,0
354,견과류,볶은 흰깨,100,559,21.83,25.96,45.11,0,2,0,7.1,0
355,견과류,캐슈넛,100,576,26.7,19.8,47.6,-5.3,220,0,9.97,0
356,견과류,코코넛밀크,100,230,5.54,2.29,23.84,3.34,15,0,21.14,0
357,견과류,코코넛,100,355,15.2,3.3,33.5,0,20,0,0,0
358,견과류,건조 코코넛,100,660,23.65,6.88,64.53,7.35,37,0,57.22,0
359,견과류,볶은 코코넛,100,592,44.4,5.3,47,0,37,0,41.68,0
360,견과류,코코넛수,100,19,3.71,0.72,0.2,2.61,105,0,0.18,0
361,견과류,피스타치오넛 ,100,582,21.2,24.2,49,0,390,0,0,0
362,견과류,건 피스타치오넛,100,560,27.17,20.16,45.32,7.66,1,0,5.91,0
363,견과류,피칸 ,100,710,13.55,9.5,74.27,4.06,383,0,6.28,0
364,견과류,건조 피칸,100,691,13.86,9.17,71.97,3.97,0,0,6.18,0
365,견과류,해바라기씨,100,601,18.1,19.5,54.8,0,72,0,0,0
366,견과류,건조 해바라기씨,100,612,14.7,22.33,56.12,4.04,2,0,6.01,0
367,견과류,볶은 해바라기씨,100,611,17.2,20.1,56.3,1.4,250,0,5.68,0
368,견과류,호두 ,100,693,7.92,15.47,71.99,0,3,0,5.87,0
369,견과류,볶은 호두 ,100,674,10.5,16,68.4,0,47,0,0,0
370,견과류,호박씨 ,100,574,12,26.5,51.8,1.3,47,0,-9.01,0
371,견과류,건조 호박씨,100,566,5.34,35.35,48.18,0,6,0,8.18,0
372,채소류,가시오가피,100,55,11.99,5.25,0.85,2.07,1,0,0.14,0
373,채소류,가지절임 ,100,23,5.2,1.4,0.1,0,880,0,-0.03,0
374,채소류,데친 가지,100,15,4.4,1,0.1,1.94,1,0,0.03,0
375,채소류,건조 가지,100,232,65.59,14.53,2.4,18.13,13,0,0.98,0
376,채소류,"가지, 생것 ",100,15,4.36,1.13,0.03,2.32,0,0,0.03,0
377,채소류,고구마 잎,100,45,7.34,3.92,0.44,0,0,0,0.13,0
378,채소류,건조 고구마 줄기 ,100,291,75.53,6.07,0.47,17.11,12,0,0.43,0
379,채소류,삶은 고구마 줄기 ,100,12,2.88,0.45,0.05,0,1,0,0.02,0
380,채소류,"고구마, 줄기, 생것 ",100,29,6.7,0.6,0.4,0,12,0,0.18,0
381,채소류,"고구마, 줄기, 생것 ",100,16,3.63,0.76,0.02,0,1,0,0.02,0
382,채소류,건조 곤드레 ,100,230,76.4,5.6,2.8,0,0,0,0,0
383,채소류,데친 고사리,100,20,3.55,2.74,0.24,0.43,2,0,0.12,0
384,채소류,건조 고사리,100,229,54.2,25.8,0.6,0,15,0,0,0
385,채소류,고수(향채),100,32,5.6,4.6,0.2,0,5,0,0,0
386,채소류,데친 고추 잎,100,47,8.9,5.16,0.85,0,2,0,0.18,0
387,채소류,고추장아찌 ,100,91,31.49,2.39,0.63,11.51,2026,0,0.11,0
388,채소류,꽈리고추 ,100,27,7.78,1.83,0.13,1.98,2,0,0.04,0
389,채소류,건조 붉은고추,100,263,57.47,13.88,8.71,0,4,0,1.73,0
390,채소류,붉은고추,100,71,15.34,3.12,2.73,5.48,1,0,0.49,0
391,채소류,오이고추,100,18,5.51,0.99,0.12,0.76,1,0,0.03,0
392,채소류,건조 고추 잎,100,263,37.8,35.43,5.3,0,25,0,1.12,0
393,채소류,고추 잎,100,41,8.49,5.07,0.32,0,4,0,0.14,0
394,채소류,청양고추,100,25,7.01,1.53,0.3,0.34,1,0,0.06,0
395,채소류,풋고추,100,21,6,1.2,0.2,0,0,0,0,0
396,채소류,데친 곤달비 ,100,29,7.4,1.8,0.5,0,2,0,0,0
397,채소류,데친 곰취,100,32,6.09,3.28,0.64,0.3,1,0,0.11,0
398,채소류,건조 곰취,100,237,69.2,8,4.7,0,0,0,0,0
399,채소류,데친 공심채,100,21,4.1,2.2,0.1,0.5,16,0,0,0
400,채소류,건조 구지뽕 ,100,231,63.3,18.25,1.4,12.57,4,0,0.39,0
401,채소류,데친 국화꽃,100,23,5.7,1,0,0,1,0,0,0
402,채소류,건조 국화꽃 ,100,292,73.5,11.6,0.2,0,14,0,0,0
403,채소류,데친 근대,100,18,3.95,1.79,0.2,0,138,0,0.04,0
404,채소류,갓김치 ,100,32,7.07,3.26,0.4,2.46,720,0,0.08,0
405,채소류,고들빼기 ,100,88,11.9,4.1,2.7,0,2231,0,0,0
406,채소류,깍두기 ,100,38,7.54,1.43,0.19,3.55,501,0,0.04,0
407,채소류,나박김치 ,100,7,1.27,0.34,0.07,0.37,421,0,0.02,0
408,채소류,동치미 ,100,8,1.77,0.33,0.01,0.62,533,0,0,0
409,채소류,배추김치 ,100,25,4.4,1.4,0.2,0,232,0,0,0
410,채소류,백김치 ,100,16,3,0.95,0.07,1.77,395,0,0.01,0
411,채소류,열무김치 ,100,32,4.99,2.4,0.29,0.67,510,0,0.06,0
412,채소류,오이소박이 ,100,37,6.66,1.76,0.37,3.17,302,0,0.08,0
413,채소류,유채김치 ,100,62,10.1,3.5,0.8,0,926,0,0,0
414,채소류,총각김치 ,100,41,7.89,2.02,0.2,2.68,692,0,0.05,0
415,채소류,파김치 ,100,49,8.51,2.5,0.58,2.8,655,0,0.11,0
416,채소류,무청김치,40,9.2,0.96,1.08,0.28,0,0,0,0,0
417,채소류,깻잎 통조림 ,100,76,10.4,4.7,1.7,0,1679,0,0,0
418,채소류,데친 깻잎,100,31,4.8,3.93,0.6,0,1,0,0.1,0
419,채소류,깻잎,100,42,8.89,4.46,0.5,0,1,0,0.14,0
420,채소류,찐 깻잎 ,100,35,6.07,4.37,0.55,0,1,0,0.09,0
421,채소류,건조 꼬깔나물 ,100,253,52.2,24.3,4.7,0,0,0,0,0
422,채소류,데친 꽃양배추 ,100,17,4.5,1.4,0.1,0,22,0,0,0
423,채소류,건조 꿀풀(하고초),100,237,71.6,8.2,4,0,10,0,0,0
424,채소류,날개콩,100,35,6.5,1.9,0.2,0,0,0,0,0
425,채소류,데친 냉이,100,45,9.19,5.09,0.5,0,4,0,0.1,0
426,채소류,데친 넘취,100,23,6.6,1.6,0.2,0,3,0,0,0
427,채소류,녹색완두콩 통조림,100,98,19.7,3.6,0.4,3.5,330,0,-0.06,0
428,채소류,데친 녹색완두콩,100,110,18.5,8.3,0.2,3.1,3,0,-0.02,0
429,채소류,데친 누룩치 ,100,30,8.8,1.4,0.4,0,2,0,0,0
430,채소류,누룩치 잎,100,55,17.3,2.3,0.5,0,2,0,0,0
431,채소류,데친 누룩치 줄기,100,18,6.6,0.2,0.1,0,4,0,0,0
432,채소류,누룩치 줄기,100,22,8.1,0.2,0.2,0,1,0,0,0
433,채소류,누리장나무 잎 ,100,55,12.7,4.5,1,0,0,0,0,0
434,채소류,다채,100,14,2,2.1,0.2,0,17,0,0,0
435,채소류,달래 ,100,24,6.1,1.9,0.22,1.46,7,0,0.07,0
436,채소류,당귀 잎(노지재배),70,46.9,11.62,2.52,0.56,0,4.9,0,0,0
437,채소류,당귀 잎(양액재배),70,28,5.81,3.43,0.35,0,7,0,0,0
438,채소류,당근캔주스 ,100,40,9.28,0.95,0.15,3.91,66,0,0.03,0
439,채소류,데친 당근뿌리,100,24,7.01,0.97,0.13,2.39,16,0,0.03,0
440,채소류,데친 도라지 ,100,38,11.35,1.48,0.14,0.75,4,0,0.03,0
441,채소류,건조 도라지 ,100,256,74.59,10.67,0.89,9.03,22,0,0.25,0
442,채소류,데친 동아 ,100,16,3.7,0.6,0.1,0,1,0,-0.01,0
443,채소류,데친 두릅 ,100,29,5.81,3.49,0.28,0,2,0,0.07,0
444,채소류,데친 땅두릅,100,21,4.56,2.3,0.25,1.08,2,0,0.07,0
445,채소류,데친 땅두릅 잎,100,56,10.8,6.3,0.8,0,27,0,0,0
446,채소류,데친 땅두릅 줄기,100,14,3.3,1.5,0.1,0,3,0,0,0
447,채소류,건조 둥글레 잎,100,232,67.7,16.5,0.9,0,7,0,0,0
448,채소류,떡취,100,51,14.7,3.9,0.2,0,0,0,0,0
449,채소류,건조 띠뿌리(백모근),100,265,77,9,2,0,115,0,0,0
450,채소류,건조 띠뿌리(백모근) 잎,100,265,66,22,3,0,50,0,0,0
451,채소류,데친 리크 ,100,28,6.8,1.3,0.1,2.2,2,0,-0.01,0
452,채소류,마늘장아찌 ,100,113,25.36,2.43,0.16,15.03,1127,0,0.04,0
453,채소류,마늘쫑장아찌 ,100,118,27.34,1.96,0.14,13.85,1410,0,0.04,0
454,채소류,마늘 페이스트 ,100,171,37,4.7,0.5,1.2,1800,0,-0.07,0
455,채소류,건조 마늘(동결건조) ,100,268,73.7,15.3,0.5,0,5,0,0,0
456,채소류,건조 마늘(열풍건조) ,100,272,73.3,16.3,0.7,0,7,0,0,0
457,채소류,데친 남도마늘 ,100,111,28.59,7.84,0.13,0,1,0,0.04,0
458,채소류,마늘 ,100,26,7.33,1.9,0.17,4.01,2,0,0.06,0
459,채소류,마늘구근,100,105,27.29,7.38,0.07,0.12,1,0,0.03,0
460,채소류,마늘쑥쨈,20,38.8,9.62,0.46,0.02,0,0,0,0,0
461,채소류,마늘호박쨈,20,35,8.66,0.46,0.02,0,0,0,0,0
462,채소류,데친 머위,100,22,4.42,2.17,0.41,0.17,2,0,0.08,0
463,채소류,건조 머위,100,235,58.2,17.4,3.7,0,48,0,0,0
464,채소류,삶은 머위,100,25,5.2,2.44,0.44,1.81,5,0,0.08,0
465,채소류,모시딱지,100,222,41.9,29.7,1.7,0,0,0,0,0
466,채소류,단무지 ,100,12,2.42,0.36,0.05,0.55,637,0,0.02,0
467,채소류,무국물,100,1,0.3,0,0,0,3,0,0,0
468,채소류,무말랭이,100,318,65.34,13.59,0.3,19.91,303,0,0.15,0
469,채소류,데친 무시래기 ,100,19,4.68,1.58,0.27,0,91,0,0.05,0
470,채소류,무장아찌 ,100,131,29.24,2.25,0.61,16.75,1073,0,0.14,0
471,채소류,무절임(무짠지),100,13,3.1,0.9,0.1,0,0,0,0,0
472,채소류,무청,100,21,2.9,2.3,0.7,0,38,0,0,0
473,채소류,무청절임 ,100,29,6,2.3,0.2,0,910,0,-0.02,0
474,채소류,순무절임,100,23,4.9,1,0.2,0,1100,0,-0.02,0
475,채소류,데친 무청,100,17,4.17,1.58,0.18,0,26,0,0.03,0
476,채소류,데친 순무뿌리,100,27,7.51,1.28,0.09,2.98,47,0,0.02,0
477,채소류,데친 열무,100,19,2.95,2.69,0.25,0,30,0,0.05,0
478,채소류,무꼬투리,25,6,1.42,0.43,0.12,0,0,0,0,0
479,채소류,데친 물쑥,100,36,11.7,1.9,0.1,0,7,0,0,0
480,채소류,데친 미나리,100,22,4.82,2.04,0.32,1.64,6,0,0.07,0
481,채소류,데친 돌미나리,100,18,3.2,2.3,0.2,0,7,0,0,0
482,채소류,데친 민들레  ,100,26,5.74,2.18,0.51,0,1,0,0.08,0
483,채소류,데친 바셀라,100,15,3.2,0.9,0.2,0,7,0,0,0
